ID,Adjudication,Classification,Text
435,Adjudicated,Neutral,"From the beginning of time, nations and people have faced unforeseen challenges, including large-scale and very dangerous health threats. This is the way it always was and always will be. It only matters how you respond, and we are responding with great speed and professionalism. Our team is the best anywhere in the world. At the very start of the outbreak, we instituted sweeping travel restrictions on China and put in place the first federally mandated quarantine in over 50 years. We declared a public health emergency and issued the highest level of travel warning on other countries as the virus spread its horrible infection. And taking early intense action, we have seen dramatically fewer cases of the virus in the United States than are now present in Europe."
436,Adjudicated,Optimistic,"This was a hard-fought race. I have a tremendous amount of respect for anyone motivated to run for office based on their personal experience, and Lea Vukmir ran for office advocating a better education for her daughter, and I want to thank her for her 16 years of service in our state legislature. Tonight, I also give thanks to my mother. She passed away last year during this journey just as I was getting started, and through her struggles she became strong and so did I and the strength and passion that she passed on to me have been with me every step of the way. In sharing the story of my own family's battle with addiction and mental illness, I wanted to give hope to other families who face the same challenges by letting them know you're not alone and we may can make progress together."
437,Adjudicated,Pessimistic,"So here’s the deal. I went to Washington and I tried to talk to everybody I could about this idea. And they told me two things. Almost everyone I talked to said the same two things. First: That is a great idea. You could make a real difference. That’s structural change, yes! And the second thing was don’t even try. Big money, the big banks, they will fight you. The Republicans will fight you. A bunch of the Democrats will fight you. You will never get this done. I get it: Big, structural change is hard. But it was the right thing to do. So we took on Wall Street, we took on the big money, and we won. And that little consumer agency has now forced the big banks to return more than $12B directly to people they cheated.We know how to make government work for the people."
438,Adjudicated,Optimistic,"Today, we finally will give long overdue recognition to these extraordinary soldiers for their brave and resourceful service during World War II. And isn't it wonderful that three of them are here with us today. More than a thousand soldiers from the 23rd Headquarters Special Troops and the 3133rd Signal Service Company volunteered for a perilous mission to outwit and confound the forces of Nazi Germany. Among these soldiers was Private First Class Gardner Stone of Poland, Maine. I'm delighted that his daughter, Carol Allen, her husband Clarence, and their son Craig are among the families with us today for this much deserved and long overdue recognition. I also want to recognize Justice Andrew Mead of the Maine Supreme Judicial Court and his wife Kelly [ph], who have also traveled to Washington to join us."
439,Adjudicated,Optimistic,"100 years ago, today, the 19th Amendment was adopted into the US Constitution, guaranteeing women the right to vote. Because of heroes like Susan B. Anthony and Lucy Stone, women today, like our daughters, Audrey and Charlotte, and future generations, will have their voices heard and their votes count. The women's suffrage movement was the gateway that led to women having the opportunities to achieve monumental milestones and accomplish significant achievements in both civic and governmental roles. This evening, we look at heroes in our land."
440,Adjudicated,Pessimistic,"So California Democrats, let's not mince words this morning. I believe we need to speak the truth and if there's one thing that Democrats must do to take our country back, it is speak the truth. These are difficult, even painful, times in the halls of Congress and across our country, and we know we have our work cut out for us. We know we have a steep hill to climb and we have many tough fights ahead. It's especially why now, this convention is so important and it's why every single person in this hall is so important. So I've been thinking, as we all have, about where we are as a nation, and I truly believe we are at an inflection point in our history. I believe and think of it as being a moment not unlike the moment that my parents met in the San Francisco Bay area when they were active in the Civil Rights Movement in the 1960s. Today I believe we are facing a series of fundamental fights over fundamental rights. We see freedom of religion under attack, freedom of the press under attack, the right to vote under attack, the rule of law under attack, the independence of the judiciary and a government of co-equal branches under attack by this administration. "
441,Adjudicated,Optimistic,"You, the American people, have made our passage into the global information age an era of great American renewal. In all the work I have done as president, every decision I have made, every executive action I have taken, every bill I have proposed and signed, I've tried to give all Americans the tools and conditions to build the future of our dreams, in a good society, with a strong economy, a cleaner environment, and a freer, safer, more prosperous world. I have steered my course by our enduring values: opportunity for all, responsibility from all, a community of all Americans. I have sought to give America a new kind of government, smaller, more modern, more effective, full of ideas and policies appropriate to this new time, always putting people first, always focusing on the future. Working together, America has done well. Our economy is breaking records, with more than 22 million new jobs, the lowest unemployment in 30 years, the highest home ownership ever, the longest expansion in history."
442,Adjudicated,Pessimistic,"Late yesterday, I cancelled a carefully planned operation which was underway in Iran to position our rescue team for later withdrawal of American hostages, who have been held captive there since November 4. Equipment failure in the rescue helicopters made it necessary to end the mission. As our team was withdrawing, after my order to do so, two of our American aircraft collided on the ground following a refueling operation in a remote desert location in Iran. Other information about this rescue mission will be made available to the American people when it is appropriate to do so. There was no fighting; there was no combat. But to my deep regret, eight of the crewmen of the two aircraft which collided were killed, and several other Americans were hurt in the accident. Our people were immediately airlifted from Iran. Those who were injured have gotten medical treatment, and all of them are expected to recover."
443,Adjudicated,Pessimistic,"Addressing the challenges in the auto industry requires us to balance these two responsibilities. If we were to allow the free market to take its course now, it would almost certainly lead to disorderly bankruptcy and liquidation for the automakers. Under ordinary economic circumstances, I would say this is the price that failed companies must pay -- and I would not favor intervening to prevent the automakers from going out of business. But these are not ordinary circumstances. In the midst of a financial crisis and a recession, allowing the U.S. auto industry to collapse is not a responsible course of action. The question is how we can best give it a chance to succeed. Some argue the wisest path is to allow the auto companies to reorganize through Chapter 11 provisions of our bankruptcy laws -- and provide federal loans to keep them operating while they try to restructure under the supervision of a bankruptcy court. But given the current state of the auto industry and the economy, Chapter 11 is unlikely to work for American automakers at this time."
444,Adjudicated,Optimistic,"I'm congresswoman Lisa Blunt Rochester. In some history class in the future children are learning about this moment, they're learning about our pain our grief our worry, but they're also learning about a man named Joe Biden, about how he restored decency to our government and integrity to our democracy. They’re learning about how we conquered a pandemic, stood united for racial justice and built our economy back better than before. They're learning about how his leadership gave their generation a fighting chance. They're learning about us too, about the resolve and the unity we showed against the forces of hatred and division, about the work we will do over the next 11 weeks and about the night when despite our distance, we came together to nominate Joe Biden for President of the United States. A nomination I'm honored to second."
445,Adjudicated,Neutral,"To the people of India, and Indian Americans all across the United States, I want to wish you a happy Indian Independence Day. On August 15, 1947, men and women all over India, rejoiced in the declaration of the independence of the country of India. Today, on August 15, 2020, I stand before you, as the first candidate for vice president of the United States, o f South Asian descent. When my mother, Shyamala, stepped off the plane in California at 19 years old, she did not have much in the way of belongings – but she carried with her lessons from back home. Including ones she learned from her parents, my grandmother, Rajam, and her father and my grandfather, P.V. Gopalan. They taught her that, when you see injustice in the world, you have an obligation to do something about it. Which is what inspired my mother, to march and shout on the streets of Oakland, at the height of the civil rights movement. A movement whose leaders, including Dr Martin Luther King Jr., were themselves inspired by the nonviolent activism of Mahatma Gandhi. And it was during those protests that my mother met my father – and the rest as they say, is history."
446,Adjudicated,Optimistic,"Now despite the scars I carry from that, I also have learned some valuable lessons. And most importantly, that in order to answer any question about what we can do better to provide healthcare for all of our citizens in a cost effective quality driven way, we first have to establish a consensus in America. That this is a goal we intend to achieve together. We have to reach that consensus among providers, employers, employees, citizens, those who pay for, depend upon, and actually deliver healthcare services. And this consensus has to be strong enough to persuade decision makers in Washington and to overcome entrenched opposition among the forces that oppose change for ideological and corporate reasons. Now the good news is that I think we are finally reaching consensus. I see businesses, labor, government and other stakeholders increasingly investing in quality care because they realize that it's not only good for individuals and families that it's also goof or our economy. We've begun to agree that there is an economic as well as a moral imperative to reign in costs and to extend coverage to all Americans. There's a practical imperative to improve quality -- to promote wellness and prevent illness wherever possible. And these are the key components of my health care plan--lowering costs for everyone, improving quality for everyone, and providing coverage for everyone. I list them as three interlocking goals because I think we cannot do one without doing all of them."
447,Adjudicated,Neutral,"Until a decision is announced, you should know this: I regard voting as the most sacred right of free men and women. We have not sacrificed and fought and toiled to protect that right so that now we can sit back and permit a barrier to come between a secret ballot and any citizen who makes a choice to cast it. Nothing—nothing will change that as long as I am in a position to uphold the Constitution of the United States. In the months ahead, our dialog also will include tough and realistic questions about the role of the Federal Government in the black community. I'm not satisfied with its results, and I don't think you are either. And the failures of the past have been particularly hard on the minority poor, because their hopes have failed as surely as the Federal programs that built those hopes. But I must not be the only one who questions about government policies."
448,Adjudicated,Pessimistic,"For years, I’ve worked closely with the president for farmers in Iowa and across the country. We scrapped Obama and Biden’s punishing Waters of the United States rule, which would have regulated about 97 percent of land in Iowa — in some cases, even puddles. It would have been a nightmare for farmers. The president delivered on major trade deals with Japan and the United States-Mexico-Canada Agreement. And, he implemented the sale of E15 fuel year-round. That means more choices for you at the pump, and more jobs for farmers in the heartland. This is something the Obama-Biden administration failed to do in eight years. In fact, I can’t recall an administration more hostile to farmers than Obama-Biden, unless you count the Biden-Harris ticket."
449,Adjudicated,Optimistic,"Well, you're not alone in feeling his presence. Presidents know about this, too. You've heard many times that during the first year of his Presidency, John F. Kennedy said to a group of Nobel laureates in the State Dining Room of the White House that there had not been such a collection of talent in that place since Jefferson dined there alone. [Laughter] And directly down the lawn and across the Ellipse from the White House are those ordered, classic lines of the Jefferson Memorial and the eyes of the 19-foot statue that gaze directly into the White House, a reminder to any of us who might occupy that mansion of the quality of mind and generosity of heart that once abided there and has been so rarely seen there again. But it's not just students and Presidents, it is every American -- indeed, every human life ever touched by the daring idea of self-government -- that Mr. Jefferson has influenced. Yes, Mr. Jefferson was obliged to admit all previous attempts at popular government had proven themselves failures. But he believed that here on this continent, as one of his commentators put it, ``here was virgin soil, an abundance of land, no degrading poverty, a brave and intelligent people which had just vindicated its title to independence after a long struggle with the mightiest of European powers.''"
450,Adjudicated,Optimistic,"So we have a lot of work to do and I don't mean just in the presidential race. Let's be sure to elect Roy Copper the next Governor of North Carolina! He will always put the people of North Carolina first, and he will repeal HB2. Because he knows that discrimination is wrong, it's bad for business, and it is against North Carolina's values. And let's send Deborah Ross to the United States Senate! You know, she will be an independent voice for the working families of this state, and she will help break through the gridlock in Washington. And unlike her opponent, Deborah Ross has never been afraid to stand up to Donald Trump. And remember that it isn't just Roy's name and Deborah's name or my name that's going to be on the ballot. So much that we care about, so much that is at stake in the election is too. Voting rights are at stake, and if you care about this sacred right, and want to make sure that our leaders—of both parties—do their part to protect and strengthen it not chip away at it, you've got to vote in this election. And so I hope after all North Carolina has gone through with the effort to suppress some people's votes, you will turn out in the biggest numbers ever to say, ""No. We demand the right to vote!"""
451,Adjudicated,Pessimistic,"There's definitely one thing I know from doing those travels is that Iowans are working incredibly hard and we're playing by the rules. But Washington doesn't have our back and we deserve better. Unfortunately my opponent, Congressman Young, doesn't think that and as a matter of fact he's so mired in the ways of Washington that unfortunately he's causing some of these problems. He's taken money from corporations and special interests and then turned around and voted in their favor, not ours."
452,Adjudicated,Optimistic,"Foreign policy is ultimately about security -- about defending our people, our society, and our values, such as freedom, tolerance, openness, and diversity. No place evokes these values better than American's cities. Here in New York, about a third of the population was born abroad. Across the street from here is St. Bartholomew's Protestant church. Go three blocks to the east from here and there is the Sutton Place Synagogue. Go a couple of blocks to the west, and you'll come to St. Patrick's Cathedral. Over the bridge in Queens, you'll find a Hindu temple. Go uptown a few blocks from where we are and you will come to the Manhattan Won Buddhist Temple on East 57th. And if you keep going north you will run into the Islamic Cultural Center on East 96th. If you go further up and into the Bronx you will come to a neighborhood that used to be called ""Banana Kelly"" because it was a mix of immigrants from the Caribbean and from Ireland. And there, a Jamaican-American family raised the boy who grew up to become Secretary of State."
453,Adjudicated,Pessimistic,"The United States was at peace with that nation and, at the solicitation of Japan, was still in conversation with its government and its emperor looking toward the maintenance of peace in the Pacific. Indeed, one hour after Japanese air squadrons had commenced bombing in the American island of Oahu, the Japanese ambassador to the United States and his colleague delivered to our Secretary of State a formal reply to a recent American message. And while this reply stated that it seemed useless to continue the existing diplomatic negotiations, it contained no threat or hint of war or of armed attack.1"
454,Adjudicated,Optimistic,"Finally, I believe in an America where religious intolerance will someday end—where all men and all churches are treated as equal—where every man has the same right to attend or not attend the church of his choice—where there is no Catholic vote, no anti-Catholic vote, no bloc voting of any kind—and where Catholics, Protestants and Jews, at both the lay and pastoral level, will refrain from those attitudes of disdain and division which have so often marred their works in the past, and promote instead the American ideal of brotherhood. That is the kind of America in which I believe. And it represents the kind of Presidency in which I believe—a great office that must neither be humbled by making it the instrument of any one religious group nor tarnished by arbitrarily withholding its occupancy from the members of any one religious group. I believe in a President whose religious views are his own private affair, neither imposed by him upon the Nation or imposed by the Nation upon him as a condition to holding that office."
455,Adjudicated,Optimistic,"I’ll tell you what’s already happened. To those who say it cannot happen, you just tell them this: it already happened, he won Iowa — it already happened, he won New Hampshire — it already happened, he won Nevada. And by doing all those things, Bernie Sanders has taken a stand. And Bernie Sanders has been taking a stand for a very long time. He has been consistent, he has been convicted, he has been committed and now it’s time. I’m here and you’re here because it’s time for us to take a stand with Bernie. It’s our turn now, just as it was the abolitionists’ turn and just as it was the suffragettes’ turn, just as it was the civil rights workers’ turn, just it is the turn of those who stand at Standing Rock, just it is the turn of all of those who are standing today. Today we’re not saying to forces of slavery, we’re not saying to forces of suppression of women, we’re not saying to forces of segregation, but we are saying to the forces — whatever those corporate aristocratic forces are — that would mitigate against liberty and justice for all. Whether it is the prison-industrial complex, whether it is the military-industrial complex, whether it is the pharmaceutical and whether it is the campaign media-industrial complex."
456,Adjudicated,Pessimistic,"So when we think about these challenges that our state is facing right now, I want us to remind ourselves of what we're capable of. Right now we're 18, 19, 20 on the list – on the rankings for education. Our teachers are leaving this state; our teachers are leaving the profession. Our students are leaving this state, vowing never to come back. Your grandkids are being born outside of the state of Iowa when you prefer for them to be born here right at home. We've got to interrupt that cycle folks, and there's something we can do about it. There's something we can do about it because it's a reasonable request to ask that our governor fully fund our education system so that our students, our students, have access to a limitless future. When our students graduate from high school, I want them to be set up to either have a job or go to college if that's their choice. And if they want a job, I only want them to have to work one folks to make ends meet. That's a reasonable request. Unfortunately our current governor is being unreasonable. Couple weeks ago she signed a 2.55 increase on our state education budget – and we know our students, and our parents, and our teachers are worth more than that."
457,Adjudicated,Optimistic,"Because we acted, Saddam Hussein no longer fills fields with the remains of innocent men, women, and children. Because we acted, Saddam's torture chambers and rape rooms and children's prisons have been closed for good. Because we acted, Saddam's regime is no longer invading its neighbors or attacking them with chemical weapons and ballistic missiles. Because we acted, Saddam's regime is no longer paying the families of suicide bombers in the Holy Land. Because we acted, Saddam's regime is no longer shooting at American and British aircraft patrolling the no-fly zones and defying the will of the United Nations. Because we acted, the world is better and United States of America is safer. When the Iraqi regime was removed, it did not lay down its arms and surrender. Instead, former regime elements took off their uniforms and faded into the countryside to fight the emergence of a free Iraq. And then they were joined by foreign terrorists who were seeking to stop the advance of liberty in the Middle East and seeking to establish safe havens from which to plot new attacks across the world."
458,Adjudicated,Optimistic,"To all of our distinguished guests from all the services, to General Powell and the Joint Chiefs, Secretary Aspin, Mr. Vice President, ladies and gentlemen, and especially to General Johnston and the men and women of the Unified Task Force in Somalia. General Johnston has just reported to me: Mission accomplished. And so, on behalf of all the American people, I say to you, General, and to all whom you brought with you: Welcome home, and thank you for a job very, very well done You represent the thousands who served in this crucial operation, in the First Marine Expeditionary Force, in the Army 10th Mountain Division, aboard the Navy's Tripoli Amphibious Ready Group, in the Air Force and Air National Guard airlift squadrons, and in other units in each of our services. Over 30,000 American military personnel served at sometime in these last 5 months in Somalia. And serving alongside you were thousands of others from 20 nations."
459,Adjudicated,Pessimistic,"My second purpose today is to provide you with additional information, to share with you what the United States knows about Iraq's weapons of mass destruction as well as Iraq's involvement in terrorism, which is also the subject of Resolution 1441 and other earlier resolutions. I might add at this point that we are providing all relevant information we can to the inspection teams for them to do their work. The material I will present to you comes from a variety of sources. Some are U.S. sources. And some are those of other countries. Some of the sources are technical, such as intercepted telephone conversations and photos taken by satellites. Other sources are people who have risked their lives to let the world know what Saddam Hussein is really up to. I cannot tell you everything that we know. But what I can share with you, when combined with what all of us have learned over the years, is deeply troubling."
460,Adjudicated,Optimistic,"I offer my appreciation to Mayor Andrew Young who has provided such gracious hospitality to all of us this week. And a special salute to President Jimmy Carter. President Carter restored honor to the White House after Watergate. He gave many of us a special opportunity to grow. For his kind words, for his unwavering commitment to peace in the world, and for the voters that came from his family, every member of his family, led by Billy and Amy, I offer my special thanks to the Carter family."
461,Adjudicated,Optimistic,"Why does the  Children's Era still remain a dream of the dim and the distant future? Why has so little been accomplished? -- in spite of all our acknowledged love of children, all our generosity, all our good-will, all the enormous spending of millions on philanthropy and charities, all our warm-hearted sentiment, all our incessant activity and social consciousness? Why? Before you can cultivate a garden, you must know something about gardening. You have got to give your seeds a proper soil in which to grow. You have got to give them sunlight and fresh air. You have got to give them space and the opportunity (if they are to lift their flowers to the sun), to strike their roots deep into that soil. And always -- do not forget this -- you have got to fight weeds. You cannot have a garden, if you let weeds overrun it. So, if we want to make this world a garden for children, we must first of all learn the lesson of the gardener. So far we have not been gardeners. We have only been a sort of silly reception committee, a reception committee at the Grand Central Station of life. Trainload after trainload of children are coming in, day and night -- nameless refugees arriving out of the Nowhere into the Here. Trainload after trainload -- many unwelcome, unwanted, unprepared for, unknown, without baggage, without passports, most of them without pedigrees. These unlimited hordes of refugees arrive in such numbers that the reception committee is thrown into a panic -- a panic of activity. The reception committee arouses itself heroically, establishes emergency measures: milk stations, maternity centers, settlement houses, playgrounds, orphanages, welfare leagues, and every conceivable kind of charitable effort. But still trainloads of children keep on coming -- human weed crop up that spread so fast in this sinister struggle for existence, that the overworked committee becomes exhausted, inefficient, and can think of no way out."
462,Adjudicated,Pessimistic,"The vast majority of New Orleans, Louisiana is under water. Tens of thousands of homes and businesses are beyond repair. A lot of the Mississippi Gulf Coast has been completely destroyed. Mobile is flooded. We are dealing with one of the worst natural disasters in our nation's history. And that's why I've called the Cabinet together. The people in the affected regions expect the federal government to work with the state government and local government with an effective response. I have directed Secretary of Homeland Security Mike Chertoff to chair a Cabinet-level task force to coordinate all our assistance from Washington. FEMA Director Mike Brown is in charge of all federal response and recovery efforts in the field. I've instructed them to work closely with state and local officials, as well as with the private sector, to ensure that we're helping, not hindering, recovery efforts. This recovery will take a long time. This recovery will take years."
463,Adjudicated,Optimistic,"Life in the Peace Corps will not be easy. There will be no salary and allowances will be at a level sufficient only to maintain health and meet basic needs. Men and women will be expected to work and live alongside the nationals of the country in which they are stationed—doing the same work, eating the same food, talking the same language. But if the life will not be easy, it will be rich and satisfying. For every young American who participates in the Peace Corps—who works in a foreign land—will know that he or she is sharing in the great common task of bringing to man that decent way of life which is the foundation of freedom and a condition of peace."
464,Adjudicated,Pessimistic,"And in March of last year, the Senate had voted on health care legislation at Christmas of 2009, and then in March of last year, we knew that the House was going to be voting on this legislation and we knew that Nancy Pelosi and friends would do anything to push this legislation through at all costs. They would violate the process, they would do whatever. So again, we wanted to bring Americans back to the capital to protest what was going on in our house, the House of Representatives. And we put out a call and within three days we had approximately 50,000 people here on the steps of the US Capitol screaming “kill the bill, kill the bill.” I mean they adjourned some committees because they said we were being so disruptive. Well on Sunday night, when everybody's gone back home to their families to go back to work and go back to school, we all know what happened. They passed some legislation, you know under the cover of darkness and- and here we have Obamacare. Well that was a defeat for the movement, but you know what? We didn't give up. We were determined to fight harder and the movement continued to grow if people continue to become engaged. But the thing is, you know, we can have these rallies or protests till the end of time. It grows the movement, it brings attention to the movement, but- but if we truly want to effect change we have to do it at the ballot box. And that's what we did."
465,Adjudicated,Pessimistic,"E pluribus unum: out of many, one. It is more than a motto. It is the north star for our democracy. Now more than ever we need a president who will unite this country, we need a president who, in George Floyd's memory — instead of using the bible as a prop — will heed its words to act justly. We need a president for the workers who've lost their jobs because this administration is selling American workers out when we need to buy American. For the farmers and manufacturers and the people of rural America who are sick and tired of reaping what he's sown. We need a president who will look out for the seniors, like my dad, whose families now visit them through glass windows, never knowing if it will be the last time they see them. We need a president for all of America. I come from the middle of this country where we believe in people joining together to solve problems, we seek common ground to reach higher ground. That's been Joe Biden's life's work, he's a man of scrappy working-class roots, a man whose own hardships have only made him more determined to lift up those who have been left out. He understands redemption and he knows resilience. Joe Biden's a man of deep experience. Barack Obama — better known tonight as Michelle's husband — he leaned on Joe for his strength and decency and you can too."
466,Adjudicated,Optimistic,"I think this is a very hard time to be in the American political arena. I think the country is very factionalized. They call it tribes, I grew up in political life and never heard of tribes I heard of parties, I heard of parties working together, I heard a passing good legislation to integrate this nation, to make people more efficient and productive in their lives, and that was always the politics and the legislation that I understood and participated in. Now, I go to the Senate with 25 years under my belt. When Joe Biden, some 20-plus years ago, asked me if I would be willing to be the first woman on the Senate Judiciary Committee, I said to him Joe I'm not a lawyer and he said that doesn't matter but things here have to change and that was following directly the Anita Hill hearings. Now maybe some of you are too young to remember this, but I happen to have been in an airport and I saw a big group of people around a television set, so I went over to take a look and what did I see, but an all-male Senate Judiciary Committee grilling Anita Hill and it was not nice and it was not what one would like to see. And that was my incentive to run in 1992. It became the year of the woman because both Barbara Boxer and I were elected from California, two women from Washington, and two women from Maine, and we broke the lock on power for women in the Senate of the United States."
467,Adjudicated,Optimistic,"This is not a fireside chat on war. It is a talk on national security; because the nub of the whole purpose of your President is to keep you now, and your children later, and your grandchildren much later, out of a last-ditch war for the preservation of American independence, and all of the things that American independence means to you and to me and to ours. Tonight, in the presence of a world crisis, my mind goes back eight years to a night in the midst of a domestic crisis. It was a time when the wheels of American industry were grinding to a full stop, when the whole banking system of our country had ceased to function. I well remember that while I sat in my study in the White House, preparing to talk with the people of the United States, I had before my eyes the picture of all those Americans with whom I was talking. I saw the workmen in the mills, the mines, the factories, the girl behind the counter, the small shopkeeper, the farmer doing his spring plowing, the widows and the old men wondering about their life's savings. I tried to convey to the great mass of American people what the banking crisis meant to them in their daily lives."
468,Adjudicated,Optimistic,"For the families of the seven, we cannot bear, as you do, the full impact of this tragedy. But we feel the loss, and we're thinking about you so very much. Your loved ones were daring and brave, and they had that special grace, that special spirit that says, ""Give me a challenge, and I'll meet it with joy."" They had a hunger to explore the universe and discover its truths. They wished to serve, and they did. They served all of us. We've grown used to wonders in this century. It's hard to dazzle us. But for twenty-five years the United States space program has been doing just that. We've grown used to the idea of space, and, perhaps we forget that we've only just begun. We're still pioneers. They, the members of the Challenger crew, were pioneers."
469,Adjudicated,Neutral,"We are on the threshold of a new century, a new millennium. What will the legacy of this vanishing century be? How will it be remembered in the new millennium? Surely it will be judged, and judged severely, in both moral and metaphysical terms. These failures have cast a dark shadow over humanity: two World Wars, countless civil wars, the senseless chain of assassinations (Gandhi, the Kennedys, Martin Luther King, Sadat, Rabin), bloodbaths in Cambodia and Algeria, India and Pakistan, Ireland and Rwanda, Eritrea and Ethiopia, Sarajevo and Kosovo; the inhumanity in the gulag and the tragedy of Hiroshima. And, on a different level, of course, Auschwitz and Treblinka. So much violence; so much indifference. What is indifference? Etymologically, the word means ""no difference."" A strange and unnatural state in which the lines blur between light and darkness, dusk and dawn, crime and punishment, cruelty and compassion, good and evil. What are its courses and inescapable consequences? Is it a philosophy? Is there a philosophy of indifference conceivable? Can one possibly view indifference as a virtue? Is it necessary at times to practice it simply to keep one's sanity, live normally, enjoy a fine meal and a glass of wine, as the world around us experiences harrowing upheavals?"
470,Adjudicated,Neutral,"We are in a transitional period right now -- We are in a transitional period right now, fascinating and exhilarating times, learning to adjust to changes and the choices we, men and women, are facing. As an example, I remember what a friend said, on hearing her husband complain to his buddies that he had to babysit. Quickly setting him straight, my friend told her husband that when it's your own kids, it's not called babysitting. Now maybe we should adjust faster; maybe we should adjust slower. But whatever the era twenty -- whatever the era, whatever the times, one thing will never change: fathers and mothers, if you have children, they must come first. You must read to your children, and you must hug your children, and you must love your children. Your success as a family, our success as a society, depends not on what happens in the White House, but on what happens inside your house."
471,Adjudicated,Pessimistic,"Along with Secretary of the Interior Ryan Zinke and EPA Administrator Scott Pruitt. And we’ve been through our battles, Scott. Not with each other, with the world. And now the world is starting to say I think they’re right. (Laughter.) They’ll find out. We have no doubt. But all three of them strongly believe in putting America first, which is what I believe in, which is why I got elected. It’s called Make America Great Again—that’s what we’re doing—Make America Great Again. We’re here today to usher in a new American energy policy—one that unlocks million and millions of jobs and trillions of dollars in wealth. For over 40 years, America was vulnerable to foreign regimes that used energy as an economic weapon. Americans’ quality of life was diminished by the idea that energy resources were too scarce to support our people. We always thought that, and actually at the time it was right to think. We didn’t think we had this tremendous wealth under our feet. Many of us remember the long gas lines and the constant claims that the world was running out of oil and natural gas."
472,Adjudicated,Optimistic,"And so running for governor to keep New Hampshire safe, prosperous and free. And first that starts with making sure that the criminals know this is not the place where you're going to either traffic fentynal or harm our citizens and that's for my background as attorney general. Right now, we have a revolving door, especially in our largest city of Manchester. Speaking of Manchester, you know, one of the candidates running on the democratic end, Joyce Craig, she was endorsed by the governor of Massachusetts. Now we've asked Joyce, what's your position? Do you share governor Heely's positions on sanctuary cities because what's happening right now, in Massachusetts, we can never let it happen in New Hampshire. You know, folks wanna go visit - thank you - people who wanna go to the army/navy game cannot find a hotel room because they're giving the hotel rooms to illegal immigrants right now, because they are inendated with illegal immigrants because they have sanctuary city policies. When I'm governor of the state of New Hampshire, there will be no sanctuary city policies. In fact, the sanctuary, the only sanctuary we're gonna have in New Hampshire, is for law-abiding citizens and we would love to have them here, who are here legally in this country."
473,Adjudicated,Optimistic,"Like many of my fellow Millennials, I do not consider myself categorically Republican or Democrat. More than party affiliation, I vote based on what I believe is right for my family and for my country. Sometimes it's a tough choice. That is not the case this time; as the proud daughter of your nominee I am here to tell you that this is the moment and Donald Trump is the person to make America great again. [applause] Real change, the kind we have not seen in decades, is only going to come from outside the system, and it's only going to come from a man who has spent his entire life doing what others said could not be done."
474,Adjudicated,Pessimistic,"Because of trump 's failures of leaderships, our economy has taken one of the biggest hits out of all the major industrialized nations, with an unemployment rate that has tripled, as of today. This is what happens when we elect a guy, who just isn't up for the job. Our country ends up in tatters. And so does our reputation around the world. But let's be clear – this election is not just about defeating Donald Trump or Mike Pence. It's about building this country back, better. And that's exactly what Joe and I will do. We’ll create millions of jobs and fight climate change through a clean energy revolution; bring back critical supply chains, so the future is made in America. Build on the affordable care act so everyone has the peace of mind that comes with health insurance. And finally, offer caregivers the dignity, the respect, and the pay they deserve. We’ll protect a woman's right to make her own decisions about her own body; root out systemic racism in our justice system; and pass a new Voting Rights Act – a John Lewis Voting Rights Act – that will insure every voice is heard and every voice is counted."
475,Adjudicated,Neutral,"Our challenge is twofold: first, to restore the American dream of opportunity and the American value of responsibility; and second, to bring our country together amid all our diversity into a stronger community, so that we can find common ground and move forward as one. More than ever these two endeavors are inseparable. I am absolutely convinced we cannot restore economic opportunity or solve our social problems unless we find a way to bring the American people together. To bring our people together we must openly and honestly deal with the issues that divide us. Today I want to discuss one of those issues, affirmative action."
476,Adjudicated,Neutral,"Your Honor, ladies and gentlemen, my name is Elizabeth Gurley Flynn.  I am a defendant in this case, acting as my own attorney, and therefore have the opportunity to address you directly.  It is unusual for a defendant to represent one’s self, but my comrade, Mr. Pettis Perry and I have elected to do so.  Neither of us is a lawyer.  We will speak to you in the language of laymen and women, I should say. We are both Communist leaders, proudly and avowedly.  We are qualified to explain to you what the Communist Party of the U.S.A. really stands for, what it advocates, what its day-by-day activities are, and what are its ultimate aims.  We will try to do so in simple, non-technical language.  We will prove to you that we are not a criminal conspiracy but a 33-year-old working class political party, devoted to the immediate needs and aspirations of the American people, to the advancement of the workers, farmers and the Negro people, to the preservation of the democracy and culture, and to the advocacy of Socialism."
477,Adjudicated,Neutral,"If this be true, the time is past when we should say: ""Men and women of America, look upon that wonderful idea up there; see, one day it will come down."" Instead, the time has come to shout aloud in every city, village and hamlet, and in tones so clear and jubilant that they will reverberate from every mountain peak and echo from shore to shore: ""The woman's Hour has struck."" Suppose suffragists as a whole do not believe a crisis has come and do not extend their hands to grasp the victory, what will happen? Why, we shall all continue to work and our cause will continue to hang, waiting for those who possess a clearer vision and more daring enterprise. On the other hand, suppose we reach out with united earnestness and determination to grasp our victory while it still hangs a bit too high? Has any harm been done? None! Therefore, fellow suffragists, I invite your attention to the signs which point to a crisis and your consideration of plans for turning the crisis into victory."
